kw1	kw2	inv_edge_weight	pg	iteration	R1C1	edge_weight	crit_p
escherichia coli infections/drug therapy	anti-bacterial agents/adverse effects	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
escherichia coli infections/drug therapy	virus diseases/etiology	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
escherichia coli infections/drug therapy	neoplasms/drug therapy	0.8301902991225216	0.0012043173595439	0	1	0.1290322580645161	0.0026891839170452
escherichia coli infections/drug therapy	clostridium infections/chemically induced	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
anti-bacterial agents/adverse effects	virus diseases/etiology	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
anti-bacterial agents/adverse effects	clostridium infections/chemically induced	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
anti-bacterial agents/adverse effects	neoplasms/drug therapy	0.8301902991225216	0.0012043173595439	0	1	0.1290322580645161	0.0026891839170452
virus diseases/etiology	neoplasms/drug therapy	0.8301902991225216	0.0012043173595439	0	1	0.1290322580645161	0.0026891839170452
virus diseases/etiology	clostridium infections/chemically induced	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
neoplasms/drug therapy	diarrhea/chemically induced	0.0777468263617441	6.952031112539281e-05	0	5	0.0161314791677859	0.0002516978247196
neoplasms/drug therapy	colitis/chemically induced	5.369752206865892e-05	0.0017136073625698	0	11	0.1262339843735465	0.0037111950599129
neoplasms/drug therapy	immune checkpoint inhibitors/adverse effects	5.369752206865892e-05	7.307351886365332e-05	0	11	0.0079594183628137	0.0002635619546159
neoplasms/drug therapy	protein kinase inhibitors/therapeutic use	0.8301902991225216	0.0012043173595439	0	1	0.1290322580645161	0.0026891839170452
neoplasms/drug therapy	glucocorticoids/therapeutic use	0.8301902991225216	0.0046517769353922	0	1	0.1290322580645161	0.008650672897396
neoplasms/drug therapy	tryptophan/pharmacology	0.8301902991225216	0.0001112700446812	0	1	0.1290322580645161	0.0003281348458297
neoplasms/drug therapy	disease progression	0.8301902991225216	0.0046517769353922	0	1	0.1290322580645161	0.008650672897396
neoplasms/drug therapy	chemical and drug induced liver injury/diagnosis	0.8301902991225216	4.861480633611137e-07	0	1	0.1290322580645161	3.0714255128907447e-06
neoplasms/drug therapy	clostridium infections/chemically induced	0.8301902991225216	0.0012043173595439	0	1	0.1290322580645161	0.0026891839170452
neoplasms/drug therapy	abdominal pain/chemically induced	0.8301902991225216	0.0046517769353922	0	1	0.1290322580645161	0.008650672897396
neoplasms/drug therapy	intestinal mucosa/immunology	0.8301902991225216	1.4296142507475018e-05	0	1	0.1290322580645161	5.499403206504503e-05
neoplasms/drug therapy	feces/chemistry	0.8301902991225216	0.0004436759846442	0	1	0.1290322580645161	0.0010715617451913
neoplasms/drug therapy	colon/immunology	0.5846350039324011	1.6323991047784146e-09	0	2	0.0154277699859747	1.2558941499666193e-08
neoplasms/drug therapy	leukocyte l1 antigen complex/analysis	0.8301902991225216	0.0004436759846442	0	1	0.1290322580645161	0.0010715617451913
neoplasms/drug therapy	t-lymphocyte subsets/immunology	0.8301902991225216	1.4296142507475018e-05	0	1	0.1290322580645161	5.499403206504503e-05
neoplasms/drug therapy	gastritis/complications	0.8301902991225216	0.0046517769353922	0	1	0.1290322580645161	0.008650672897396
neoplasms/drug therapy	biological products/therapeutic use	0.8301902991225216	0.0001112700446812	0	1	0.1290322580645161	0.0003281348458297
neoplasms/drug therapy	hepatitis/diagnosis	0.8301902991225216	4.861480633611137e-07	0	1	0.1290322580645161	3.0714255128907447e-06
neoplasms/drug therapy	biomarkers/analysis	0.8301902991225216	0.0004436759846442	0	1	0.1290322580645161	0.0010715617451913
neoplasms/drug therapy	butyrates/metabolism	0.8301902991225216	4.861480633611137e-07	0	1	0.1290322580645161	3.0714255128907447e-06
neoplasms/drug therapy	AHR	0.8301902991225216	0.0001112700446812	0	1	0.1290322580645161	0.0003281348458297
immune system diseases/drug therapy	IL6	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
immune system diseases/drug therapy	LIF	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	gastrointestinal neoplasms/drug therapy	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	BTLA	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	CD28	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	CSF2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	HAVCR2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	IL15	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	IL17C	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
immune system diseases/drug therapy	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
immune system diseases/drug therapy	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
IL6	arthritis/chemically induced	0.8301902991225216	1.3102028466271952e-05	0	1	0.021505376344086	5.060459577661313e-05
IL6	glucocorticoids	0.8301902991225216	1.3102028466271952e-05	0	1	0.021505376344086	5.060459577661313e-05
IL6	gastrointestinal neoplasms/drug therapy	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
IL6	BTLA	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
IL6	CD28	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
IL6	CHI3L1	0.8301902991225216	1.3102028466271952e-05	0	1	0.021505376344086	5.060459577661313e-05
IL6	CSF2	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
IL6	CXCL8	0.8301902991225216	1.3102028466271952e-05	0	1	0.021505376344086	5.060459577661313e-05
IL6	HAVCR2	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
IL6	IL15	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
