KW1	KW2	P.value	adj.P.value	FisherP.value	ztPois.cdf	Raw.CO.Occurrence	Expansion
abdominal pain/chemically induced	antineoplastic agents immunological/therapeutic use	0.0005888664151666	0.0013888221509739	0.032258064516129	0.830190299122522	1	0
abdominal pain/chemically induced	disease progression	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
abdominal pain/chemically induced	enterocolitis/chemically induced	9.620737539961509e-11	1.0197981792359201e-09	0.021505376344086	0.830190299122522	1	0
abdominal pain/chemically induced	gastritis/complications	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
abdominal pain/chemically induced	glucocorticoids/therapeutic use	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
abdominal pain/chemically induced	neoplasms/drug therapy	0.0046517769353922	0.008650672897396	0.129032258064516	0.830190299122522	1	0
antineoplastic agents immunological/therapeutic use	disease progression	0.0005888664151666	0.0013888221509739	0.032258064516129	0.830190299122522	1	0
antineoplastic agents immunological/therapeutic use	enterocolitis/chemically induced	0.0031884016641496	0.0061761120560381	0.0638148667601683	0.830190299122522	1	0
antineoplastic agents immunological/therapeutic use	gastritis/complications	0.0005888664151666	0.0013888221509739	0.032258064516129	0.830190299122522	1	0
antineoplastic agents immunological/therapeutic use	glucocorticoids/therapeutic use	0.0005888664151666	0.0013888221509739	0.032258064516129	0.830190299122522	1	0
disease progression	enterocolitis/chemically induced	9.620737539961509e-11	1.0197981792359201e-09	0.021505376344086	0.830190299122522	1	0
disease progression	gastritis/complications	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
disease progression	glucocorticoids/therapeutic use	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
disease progression	neoplasms/drug therapy	0.0046517769353922	0.008650672897396	0.129032258064516	0.830190299122522	1	0
enterocolitis/chemically induced	colitis ulcerative/physiopathology	0.0	0.0	0.021505376344086	0.830190299122522	1	0
enterocolitis/chemically induced	crohn disease/physiopathology	0.0	0.0	0.021505376344086	0.830190299122522	1	0
enterocolitis/chemically induced	gastritis/complications	9.620737539961509e-11	1.0197981792359201e-09	0.021505376344086	0.830190299122522	1	0
enterocolitis/chemically induced	glucocorticoids/therapeutic use	9.620737539961509e-11	1.0197981792359201e-09	0.021505376344086	0.830190299122522	1	0
gastritis/complications	glucocorticoids/therapeutic use	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
gastritis/complications	neoplasms/drug therapy	0.0046517769353922	0.008650672897396	0.129032258064516	0.830190299122522	1	0
glucocorticoids/therapeutic use	neoplasms/drug therapy	0.0046517769353922	0.008650672897396	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	anti-bacterial agents/adverse effects	0.0012043173595439	0.0026891839170452	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	biological products/therapeutic use	0.0001112700446812	0.0003281348458297	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	biomarkers/analysis	0.0004436759846442	0.0010715617451913	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	butyrates/metabolism	4.86148063361114e-07	3.07142551289074e-06	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	chemical and drug induced liver injury/diagnosis	4.86148063361114e-07	3.07142551289074e-06	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	clostridium infections/chemically induced	0.0012043173595439	0.0026891839170452	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	colitis/chemically induced	0.0017136073625698	0.0037111950599129	0.126233984373546	5.36975220686589e-05	11	0
neoplasms/drug therapy	colon/immunology	1.6323991047784102e-09	1.25589414996662e-08	0.0154277699859747	0.584635003932401	2	0
neoplasms/drug therapy	diarrhea/chemically induced	6.95203111253928e-05	0.0002516978247196	0.0161314791677859	0.0777468263617441	5	0
neoplasms/drug therapy	escherichia coli infections/drug therapy	0.0012043173595439	0.0026891839170452	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	feces/chemistry	0.0004436759846442	0.0010715617451913	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	hepatitis/diagnosis	4.86148063361114e-07	3.07142551289074e-06	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	immune checkpoint inhibitors/adverse effects	7.30735188636533e-05	0.0002635619546159	0.0079594183628137	5.36975220686589e-05	11	0
neoplasms/drug therapy	intestinal mucosa/immunology	1.4296142507475e-05	5.4994032065045e-05	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	leukocyte l1 antigen complex/analysis	0.0004436759846442	0.0010715617451913	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	protein kinase inhibitors/therapeutic use	0.0012043173595439	0.0026891839170452	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	t-lymphocyte subsets/immunology	1.4296142507475e-05	5.4994032065045e-05	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	tryptophan/pharmacology	0.0001112700446812	0.0003281348458297	0.129032258064516	0.830190299122522	1	0
neoplasms/drug therapy	virus diseases/etiology	0.0012043173595439	0.0026891839170452	0.129032258064516	0.830190299122522	1	0
carcinoma non-small-cell lung/complications	drug-related side effects and adverse reactions	4.16946477344027e-11	4.59846172700811e-10	0.021505376344086	0.830190299122522	1	0
carcinoma non-small-cell lung/complications	immune checkpoint inhibitors/administration & dosage	0.000872653019809	0.0020084704002361	0.043010752688172	0.830190299122522	1	0
carcinoma non-small-cell lung/complications	infliximab/administration & dosage	0.0	0.0	0.010752688172043	0.830190299122522	1	0
carcinoma non-small-cell lung/complications	melanoma/complications	8.11373358056144e-07	4.85297920743299e-06	0.032258064516129	0.830190299122522	1	0
carcinoma non-small-cell lung/complications	urothelium/drug effects	0.0	0.0	0.010752688172043	0.830190299122522	1	0
colon/drug effects	cd8-positive t-lymphocytes/drug effects	1.42285160453781e-06	8.30214330721145e-06	0.0007012622720897	0.584635003932401	2	0
colon/drug effects	colitis ulcerative/immunology	1.42285160453781e-06	8.30214330721145e-06	0.0007012622720897	0.584635003932401	2	0
colon/drug effects	crohn disease/immunology	0.0001660054582111	0.0004664777824253	0.032258064516129	0.830190299122522	1	0
colon/drug effects	graft vs host disease/immunology	0.0001660054582111	0.0004664777824253	0.032258064516129	0.830190299122522	1	0
colon/drug effects	immunologic memory/drug effects	0.0010372325214909	0.0023588076889209	0.032258064516129	0.830190299122522	1	0
colon/drug effects	interferon-gamma/metabolism	0.0010372325214909	0.0023588076889209	0.032258064516129	0.830190299122522	1	0
colon/drug effects	macrophages/drug effects	0.0001660054582111	0.0004664777824253	0.032258064516129	0.830190299122522	1	0
colon/drug effects	mesalamine/pharmacology	2.34397230222116e-05	8.71793207141907e-05	0.032258064516129	0.830190299122522	1	0
colon/drug effects	phenotype	1.42285160453781e-06	8.30214330721145e-06	0.0007012622720897	0.584635003932401	2	0
colon/drug effects	protective agents/pharmacology	2.34397230222116e-05	8.71793207141907e-05	0.032258064516129	0.830190299122522	1	0
colon/drug effects	trinitrobenzenesulfonic acid/adverse effects	2.34397230222116e-05	8.71793207141907e-05	0.032258064516129	0.830190299122522	1	0
drug-related side effects and adverse reactions	infliximab/administration & dosage	4.16946477344027e-11	4.59846172700811e-10	0.021505376344086	0.830190299122522	1	0
drug-related side effects and adverse reactions	infliximab/adverse effects	0.0001746066731989	0.0004899257830345	0.0846189808321645	0.830190299122522	1	0
