nivolumab/therapeutic use	immune checkpoint inhibitors	0.5296052631578947	36096534
nephritis/chemically induced	nivolumab/therapeutic use	0.020833333333333332	32130969
gene expression regulation/genetics	cd8-positive t-lymphocytes/cytology	0.010416666666666668	32603654
nivolumab/therapeutic use	glucocorticoids	0.020833333333333336	36096534
gene expression regulation/genetics	inflammation/drug therapy	0.020833333333333332	32603654
nivolumab/therapeutic use	pruritus/chemically induced	0.020833333333333336	32130969
diarrhea	neoplasms	0.08201754385964914	35842365
gene expression regulation/genetics	immune checkpoint inhibitors/adverse effects	0.5520833333333333	32603654
gene expression regulation/genetics	myeloid cells/cytology	0.010416666666666668	32603654
gene expression regulation/genetics	ctla-4 antigen/immunology	0.010416666666666668	32603654
nephritis/chemically induced	diabetes mellitus type 1/chemically induced	0.010416666666666668	32130969
nivolumab/therapeutic use	adrenal insufficiency/chemically induced	0.020833333333333336	32130969
adrenal gland diseases/diagnostic imaging	pneumonia/diagnostic imaging	0.010416666666666668	33375984
nivolumab/therapeutic use	axitinib/administration & dosage	0.020833333333333336	32130969
nephritis/chemically induced	exanthema/chemically induced	0.010416666666666668	32130969
nephritis/chemically induced	bevacizumab/administration & dosage	0.010416666666666668	32130969
diarrhea	immune checkpoint inhibitors	0.09539473684210525	35842365
diarrhea	immune checkpoint inhibitors	0.09539473684210525	32780983
nivolumab/therapeutic use	diarrhea/chemically induced	0.2894736842105262	36096534
nephritis/chemically induced	pneumonia/chemically induced	0.03125	32130969
nephritis/chemically induced	fatigue/chemically induced	0.010416666666666668	32130969
diarrhea	colitis	0.0013157894736842107	35842365
diarrhea	colitis	0.0013157894736842107	32780983
colitis ulcerative	immune checkpoint inhibitors	0.3125	33146440
nivolumab/therapeutic use	colitis/chemically induced	0.5296052631578946	32130969
nivolumab/therapeutic use	colitis/chemically induced	0.5296052631578946	36096534
nivolumab/therapeutic use	hypophysitis/chemically induced	0.020833333333333336	32130969
nephritis/chemically induced	pruritus/chemically induced	0.010416666666666668	32130969
gene expression regulation/genetics	colitis/drug therapy	0.03125	32603654
nivolumab/therapeutic use	angiogenesis inhibitors/therapeutic use	0.020833333333333336	32130969
diarrhea	recurrence	0.0618421052631579	35842365
nephritis/chemically induced	adrenal insufficiency/chemically induced	0.010416666666666668	32130969
nivolumab/therapeutic use	myocarditis/chemically induced	0.020833333333333336	32130969
nephritis/chemically induced	axitinib/administration & dosage	0.010416666666666668	32130969
nivolumab/therapeutic use	hepatitis autoimmune/etiology	0.020833333333333336	32130969
gene expression regulation/genetics	receptors antigen t-cell/genetics	0.010416666666666668	32603654
nivolumab/therapeutic use	myasthenia gravis/chemically induced	0.020833333333333336	32130969
nephritis/chemically induced	colitis/chemically induced	0.7291666666666666	32130969
nivolumab/therapeutic use	immune checkpoint inhibitors/therapeutic use	0.041447368421052636	32130969
diarrhea	inflammatory bowel diseases	0.041447368421052636	35842365
nephritis/chemically induced	hypophysitis/chemically induced	0.010416666666666668	32130969
gene expression regulation/genetics	t-lymphocytes regulatory/cytology	0.010416666666666668	32603654
nephritis/chemically induced	angiogenesis inhibitors/therapeutic use	0.010416666666666668	32130969
nephritis/chemically induced	myocarditis/chemically induced	0.010416666666666668	32130969
nephritis/chemically induced	hepatitis autoimmune/etiology	0.010416666666666668	32130969
nephritis/chemically induced	myasthenia gravis/chemically induced	0.010416666666666668	32130969
nivolumab/therapeutic use	ipilimumab/therapeutic use	0.0618421052631579	32130969
nephritis/chemically induced	immune checkpoint inhibitors/therapeutic use	0.020833333333333332	32130969
gene expression regulation/genetics	chemokines/metabolism	0.010416666666666668	32603654
myeloid-derived suppressor cells/metabolism	azoxymethane/adverse effects	0.010416666666666668	33495297
gene expression regulation/genetics	multigene family	0.010416666666666668	32603654
nephritis/chemically induced	ipilimumab/therapeutic use	0.03125	32130969
nivolumab/therapeutic use	CHI3L1	0.020833333333333336	36096534
nivolumab/therapeutic use	CXCL8	0.020833333333333336	36096534
nivolumab/therapeutic use	IL17A	0.041447368421052636	36096534
myeloid-derived suppressor cells/metabolism	immune checkpoint inhibitors/administration & dosage	0.041666666666666664	33495297
nivolumab/therapeutic use	IL6	0.041447368421052636	36096534
myeloid-derived suppressor cells/metabolism	colitis/chemically induced	0.7291666666666666	33495297
myeloid-derived suppressor cells/metabolism	phthalazines/administration & dosage	0.010416666666666668	33495297
myeloid-derived suppressor cells/metabolism	dextran sulfate/adverse effects	0.010416666666666668	33495297
carcinoma renal cell/drug therapy	nephritis/chemically induced	0.020833333333333336	32130969
gene expression regulation/genetics	CTLA4	0.125	32603654
carcinoma renal cell/drug therapy	nivolumab/therapeutic use	0.041447368421052636	32130969
myeloid-derived suppressor cells/metabolism	colonic neoplasms/drug therapy	0.010416666666666668	33495297
carcinoma renal cell/drug therapy	diabetes mellitus type 1/chemically induced	0.020833333333333336	32130969
hashimoto disease/chemically induced	nivolumab/adverse effects	0.125	33476895
gene expression regulation/genetics	PDCD1	0.26041666666666663	32603654
sirolimus/therapeutic use	drug-related side effects and adverse reactions/prevention & control	0.010416666666666668	34987517
carcinoma renal cell/drug therapy	immune checkpoint inhibitors/adverse effects	0.8019736842105263	35277350
carcinoma renal cell/drug therapy	exanthema/chemically induced	0.020833333333333336	32130969
